"","Tree Number","Site","Seed Zone","Measurement.Year","Date Measured","Tree Height (cm)","Tree Diameter (mm)","Health","Comment","Date Planted","Temp Tree Number","New Tree Number","Year Measured","Elk Browse","Planted Growth Days","Final.Health"
"210",22,"Seattle","WA",2026,2026-05-01,172,42.7,"Alive","minor flagging",2020-02-08,267,99,NA,"N",2274,"Alive"
"211",23,"Seattle","OR",2022,2020-01-31,100.8,7.6,"Alive",NA,2020-02-08,23,108,NA,"N",-8,"Alive"
"212",23,"Seattle","OR",2023,2023-04-06,109,15.3,"Alive",NA,2020-02-08,23,108,NA,"N",1153,"Alive"
"213",23,"Seattle","OR",2024,2024-06-17,154,26.8,"Alive","Damage on stems",2020-02-08,23,108,2024,"N",1591,"Alive"
"214",23,"Seattle","OR",2025,2025-06-11,154,39.7,"Alive",NA,2020-02-08,23,108,NA,"N",1950,"Alive"
"215",23,"Seattle","OR",2026,2026-05-01,152,49.5,"Alive","Damage on stems",2020-02-08,23,108,NA,"N",2274,"Alive"
"216",23,"Seattle","WA",2022,2020-01-31,73.4,8.4,"Alive",NA,2020-02-08,268,100,NA,"N",-8,"Alive"
"217",23,"Seattle","WA",2023,2023-04-06,84,13.5,"Alive","potential cedar leaf blight at bottom",2020-02-08,268,100,NA,"N",1153,"Alive"
"218",23,"Seattle","WA",2024,2024-06-17,146,30.7,"Alive",NA,2020-02-08,268,100,2024,"N",1591,"Alive"
"219",23,"Seattle","WA",2025,2025-06-11,187,45.6,"Alive",NA,2020-02-08,268,100,NA,"N",1950,"Alive"
"220",23,"Seattle","WA",2026,2026-05-01,199,59,"Alive",NA,2020-02-08,268,100,NA,"N",2274,"Alive"
"221",24,"Seattle","OR",2022,2020-01-31,94.4,8.4,"Alive",NA,2020-02-08,24,109,NA,"N",-8,"Alive"
"222",24,"Seattle","OR",2023,2023-04-06,104,13.3,"Alive",NA,2020-02-08,24,109,NA,"N",1153,"Alive"
"223",24,"Seattle","OR",2024,2024-06-17,154,38.5,"Alive","Damage on stem",2020-02-08,24,109,2024,"N",1591,"Alive"
"224",24,"Seattle","OR",2025,2025-06-11,183,58.9,"Alive",NA,2020-02-08,24,109,NA,"N",1950,"Alive"
"225",24,"Seattle","OR",2026,2026-05-01,205,64.97,"Alive","minor flagging",2020-02-08,24,109,NA,"N",2274,"Alive"
"226",24,"Seattle","WA",2022,2020-01-31,67,8.7,"Alive",NA,2020-02-08,269,101,NA,"N",-8,"Alive"
"227",24,"Seattle","WA",2023,2023-04-06,71,14.5,"Alive",NA,2020-02-08,269,101,NA,"N",1153,"Alive"
"228",24,"Seattle","WA",2024,2024-06-17,110,22.5,"Alive",NA,2020-02-08,269,101,2024,"N",1591,"Alive"
"229",24,"Seattle","WA",2025,2025-06-11,141,36.5,"Alive","Cones",2020-02-08,269,101,NA,"N",1950,"Alive"
"230",24,"Seattle","WA",2026,2026-05-01,164,42.52,"Alive",NA,2020-02-08,269,101,NA,"N",2274,"Alive"
"231",25,"Seattle","OR",2022,2020-01-31,99.6,9.4,"Alive",NA,2020-02-08,25,110,NA,"N",-8,"Alive"
"232",25,"Seattle","OR",2023,2023-04-06,107,17.7,"Alive",NA,2020-02-08,25,110,NA,"N",1153,"Alive"
"233",25,"Seattle","OR",2024,2024-06-17,183,36.6,"Alive",NA,2020-02-08,25,110,2024,"N",1591,"Alive"
"234",25,"Seattle","OR",2025,2025-06-11,247,49.3,"Alive","Flagging",2020-02-08,25,110,NA,"N",1950,"Alive"
"235",25,"Seattle","OR",2026,2026-05-01,266,53.14,"Alive","slight mechanical damage (prev yrs)",2020-02-08,25,110,NA,"N",2274,"Alive"
"236",25,"Seattle","WA",2022,2020-01-31,80,8.6,"Alive",NA,2020-02-08,270,102,NA,"N",-8,"Alive"
"237",25,"Seattle","WA",2023,2023-04-06,91,13.5,"Alive",NA,2020-02-08,270,102,NA,"N",1153,"Alive"
"238",25,"Seattle","WA",2024,2024-06-17,147,25.2,"Alive",NA,2020-02-08,270,102,2024,"N",1591,"Alive"
"239",25,"Seattle","WA",2025,2025-06-11,200,40,"Alive",NA,2020-02-08,270,102,NA,"N",1950,"Alive"
"240",25,"Seattle","WA",2026,2026-05-01,216,50.56,"Alive",NA,2020-02-08,270,102,NA,"N",2274,"Alive"
"241",26,"Seattle","OR",2022,2020-01-31,54.8,4.6,"Alive",NA,2020-02-08,26,111,NA,"N",-8,"Missing"
"242",26,"Seattle","OR",2023,2023-04-06,67,14.8,"Alive",NA,2020-02-08,26,111,NA,"N",1153,"Missing"
"243",26,"Seattle","OR",2024,2024-06-17,55,13.4,"Alive","Bites",2020-02-08,26,111,2024,"N",1591,"Missing"
"244",26,"Seattle","OR",2025,2025-06-11,158,17.6,"Alive",NA,2020-02-08,26,111,NA,"N",1950,"Missing"
"245",26,"Seattle","OR",2026,2026-05-01,NA,NA,"Missing",NA,2020-02-08,26,111,NA,"N",2274,"Missing"
"246",26,"Seattle","WA",2022,2020-01-31,73.6,8.5,"Alive",NA,2020-02-08,271,103,NA,"N",-8,"Dead"
"247",26,"Seattle","WA",2023,2023-04-06,83,10.2,"Alive",NA,2020-02-08,271,103,NA,"N",1153,"Dead"
"248",26,"Seattle","WA",2024,2024-06-17,95,13,"Alive",NA,2020-02-08,271,103,2024,"N",1591,"Dead"
"249",26,"Seattle","WA",2025,2025-06-11,87,14.5,"Dead",NA,2020-02-08,271,103,NA,"N",1950,"Dead"
"250",26,"Seattle","WA",2026,2026-05-01,NA,NA,"Dead",NA,2020-02-08,271,103,NA,"N",2274,"Dead"
"251",27,"Seattle","OR",2022,2020-01-31,82.8,7.2,"Alive",NA,2020-02-08,27,112,NA,"N",-8,"Alive"
"252",27,"Seattle","OR",2023,2023-04-06,96,13.3,"Alive",NA,2020-02-08,27,112,NA,"N",1153,"Alive"
"253",27,"Seattle","OR",2024,2024-06-17,136,24.2,"Alive",NA,2020-02-08,27,112,2024,"N",1591,"Alive"
"254",27,"Seattle","OR",2025,2025-06-11,175,42.2,"Alive","Major wounds/flagging",2020-02-08,27,112,NA,"N",1950,"Alive"
"255",27,"Seattle","OR",2026,2026-05-01,184,41.86,"Alive","major mechanical damage (prev yrs), minor flagging",2020-02-08,27,112,NA,"N",2274,"Alive"
"256",27,"Seattle","WA",2022,2020-01-31,63.8,10.2,"Alive","two tops at root collar (splits at base)",2020-02-08,272,104,NA,"N",-8,"Alive"
"257",27,"Seattle","WA",2023,2023-04-06,81,9.6,"Alive",NA,2020-02-08,272,104,NA,"N",1153,"Alive"
"258",27,"Seattle","WA",2024,2024-06-17,141,26.7,"Alive",NA,2020-02-08,272,104,2024,"N",1591,"Alive"
"259",27,"Seattle","WA",2025,2025-06-11,195,42.3,"Alive",NA,2020-02-08,272,104,NA,"N",1950,"Alive"
"260",27,"Seattle","WA",2026,2026-05-01,208,43.64,"Alive","minor flagging",2020-02-08,272,104,NA,"N",2274,"Alive"
"261",28,"Seattle","OR",2022,2020-01-31,88.4,8,"Alive",NA,2020-02-08,28,113,NA,"N",-8,"Alive"
"262",28,"Seattle","OR",2023,2023-04-06,97,13.1,"Alive",NA,2020-02-08,28,113,NA,"N",1153,"Alive"
"263",28,"Seattle","OR",2024,2024-06-17,136,27,"Alive",NA,2020-02-08,28,113,2024,"N",1591,"Alive"
"264",28,"Seattle","OR",2025,2025-06-11,157,32.8,"Alive",NA,2020-02-08,28,113,NA,"N",1950,"Alive"
"265",28,"Seattle","OR",2026,2026-05-01,172,37.31,"Alive","epicormic sprouting, minor flagging, mechanical damage",2020-02-08,28,113,NA,"N",2274,"Alive"
"266",28,"Seattle","WA",2022,2020-01-31,70.8,10.4,"Alive",NA,2020-02-08,273,NA,NA,"N",-8,"Dead"
"267",28,"Seattle","WA",2023,2023-04-06,83,13.4,"Alive","top of root crown showing",2020-02-08,273,NA,NA,"N",1153,"Dead"
"268",28,"Seattle","WA",2024,2024-06-17,91,20.5,"Dead",NA,2020-02-08,273,NA,2024,"N",1591,"Dead"
"269",28,"Seattle","WA",2025,2025-06-11,NA,NA,"Dead",NA,2020-02-08,273,NA,NA,"N",1950,"Dead"
"270",29,"Seattle","OR",2022,2020-01-31,91.6,8.3,"Alive",NA,2020-02-08,29,NA,NA,"N",-8,"Dead"
"271",29,"Seattle","OR",2023,2023-04-06,90,10.3,"Dead",NA,2020-02-08,29,NA,NA,"N",1153,"Dead"
"272",29,"Seattle","OR",2024,2024-06-17,NA,NA,"Dead",NA,2020-02-08,29,NA,2024,"N",1591,"Dead"
"273",29,"Seattle","OR",2025,2025-06-11,NA,NA,"Dead",NA,2020-02-08,29,NA,NA,"N",1950,"Dead"
"274",29,"Seattle","WA",2022,2020-01-31,77.2,7.8,"Alive",NA,2020-02-08,274,NA,NA,"N",-8,"Missing"
"275",29,"Seattle","WA",2023,2023-04-06,NA,NA,"Missing",NA,2020-02-08,274,NA,NA,"N",1153,"Missing"
"276",29,"Seattle","WA",2024,2024-06-17,NA,NA,"Missing",NA,2020-02-08,274,NA,2024,"N",1591,"Missing"
"277",29,"Seattle","WA",2025,2025-06-11,NA,NA,"Missing",NA,2020-02-08,274,NA,NA,"N",1950,"Missing"
"278",30,"Seattle","OR",2022,2020-01-31,91.3,8.7,"Alive",NA,2020-02-08,30,114,NA,"N",-8,"Alive"
"279",30,"Seattle","OR",2023,2023-04-06,100,13.8,"Alive",NA,2020-02-08,30,114,NA,"N",1153,"Alive"
"280",30,"Seattle","OR",2024,2024-06-17,136,23.6,"Alive",NA,2020-02-08,30,114,2024,"N",1591,"Alive"
"281",30,"Seattle","OR",2025,2025-06-11,156,32.9,"Alive",NA,2020-02-08,30,114,NA,"N",1950,"Alive"
"282",30,"Seattle","OR",2026,2026-05-01,172,37.96,"Alive",NA,2020-02-08,30,114,NA,"N",2274,"Alive"
"283",30,"Seattle","WA",2022,2020-01-31,98.4,9.5,"Alive",NA,2020-02-08,275,NA,NA,"N",-8,"Missing"
"284",30,"Seattle","WA",2023,2023-04-06,NA,NA,"Missing",NA,2020-02-08,275,NA,NA,"N",1153,"Missing"
"285",30,"Seattle","WA",2024,2024-06-17,NA,NA,"Missing",NA,2020-02-08,275,NA,2024,"N",1591,"Missing"
"286",30,"Seattle","WA",2025,2025-06-11,NA,NA,"Missing",NA,2020-02-08,275,NA,NA,"N",1950,"Missing"
"287",31,"Seattle","OR",2022,2020-01-31,88.2,9.2,"Alive",NA,2020-02-08,31,125,NA,"N",-8,"Alive"
"288",31,"Seattle","OR",2023,2023-04-06,91,11,"Alive",NA,2020-02-08,31,125,NA,"N",1153,"Alive"
"289",31,"Seattle","OR",2024,2024-06-17,114,21.8,"Alive",NA,2020-02-08,31,125,2024,"N",1591,"Alive"
"290",31,"Seattle","OR",2025,2025-06-11,144,37,"Alive",NA,2020-02-08,31,125,NA,"N",1950,"Alive"
"291",31,"Seattle","OR",2026,2026-05-01,160,33.44,"Alive",NA,2020-02-08,31,125,NA,"N",2274,"Alive"
"292",31,"Seattle","WA",2022,2020-01-31,88.8,6.8,"Alive",NA,2020-02-08,276,115,NA,"N",-8,"Alive"
"293",31,"Seattle","WA",2023,2023-04-06,102,15.9,"Alive",NA,2020-02-08,276,115,NA,"N",1153,"Alive"
"294",31,"Seattle","WA",2024,2024-06-17,129,24.5,"Alive",NA,2020-02-08,276,115,2024,"N",1591,"Alive"
"295",31,"Seattle","WA",2025,2025-06-11,182,47.7,"Alive",NA,2020-02-08,276,115,NA,"N",1950,"Alive"
"296",31,"Seattle","WA",2026,2026-05-01,196,52.99,"Alive",NA,2020-02-08,276,115,NA,"N",2274,"Alive"
"297",32,"Seattle","OR",2022,2020-01-31,71,6.8,"Alive",NA,2020-02-08,32,126,NA,"N",-8,"Alive"
"298",32,"Seattle","OR",2023,2023-04-06,84,12,"Alive",NA,2020-02-08,32,126,NA,"N",1153,"Alive"
"299",32,"Seattle","OR",2024,2024-06-17,121,21.5,"Alive","Damage on Stem",2020-02-08,32,126,2024,"N",1591,"Alive"
"300",32,"Seattle","OR",2025,2025-06-11,159,37.8,"Alive",NA,2020-02-08,32,126,NA,"N",1950,"Alive"
"301",32,"Seattle","OR",2026,2026-05-01,173,45.32,"Alive",NA,2020-02-08,32,126,NA,"N",2274,"Alive"
"302",32,"Seattle","WA",2022,2020-01-31,112.4,12.1,"Alive",NA,2020-02-08,277,116,NA,"N",-8,"Alive"
"303",32,"Seattle","WA",2023,2023-04-06,126,16.9,"Alive",NA,2020-02-08,277,116,NA,"N",1153,"Alive"
"304",32,"Seattle","WA",2024,2024-06-17,170,32.9,"Alive",NA,2020-02-08,277,116,2024,"N",1591,"Alive"
"305",32,"Seattle","WA",2025,2025-06-11,204,42.3,"Alive","Mechanical damage/cones",2020-02-08,277,116,NA,"N",1950,"Alive"
"306",32,"Seattle","WA",2026,2026-05-01,216,60.08,"Alive","slight mechanical damage (prev yrs), minor flagging",2020-02-08,277,116,NA,"N",2274,"Alive"
"307",33,"Seattle","OR",2022,2020-01-31,92.2,8.5,"Alive",NA,2020-02-08,33,127,NA,"N",-8,"Alive"
"308",33,"Seattle","OR",2023,2023-04-06,100,12,"Alive",NA,2020-02-08,33,127,NA,"N",1153,"Alive"
"309",33,"Seattle","OR",2024,2024-06-17,137,25.6,"Alive","Extra growth",2020-02-08,33,127,2024,"N",1591,"Alive"
"310",33,"Seattle","OR",2025,2025-06-11,166,39.6,"Alive",NA,2020-02-08,33,127,NA,"N",1950,"Alive"
"311",33,"Seattle","OR",2026,2026-05-01,186,49.93,"Alive",NA,2020-02-08,33,127,NA,"N",2274,"Alive"
"312",33,"Seattle","WA",2022,2020-01-31,93.6,9.8,"Alive",NA,2020-02-08,278,117,NA,"N",-8,"Alive"
"313",33,"Seattle","WA",2023,2023-04-06,105,14.7,"Alive",NA,2020-02-08,278,117,NA,"N",1153,"Alive"
"314",33,"Seattle","WA",2024,2024-06-17,159,29.9,"Alive",NA,2020-02-08,278,117,2024,"N",1591,"Alive"
"315",33,"Seattle","WA",2025,2025-06-11,183,48.2,"Alive",NA,2020-02-08,278,117,NA,"N",1950,"Alive"
"316",33,"Seattle","WA",2026,2026-05-01,200,64.09,"Alive","epicormic sprouting, minor flagging, mechanical damage",2020-02-08,278,117,NA,"N",2274,"Alive"
"317",34,"Seattle","OR",2022,2020-01-31,94.4,7.6,"Alive",NA,2020-02-08,34,128,NA,"N",-8,"Alive"
"318",34,"Seattle","OR",2023,2023-04-06,104,11,"Alive",NA,2020-02-08,34,128,NA,"N",1153,"Alive"
"319",34,"Seattle","OR",2024,2024-06-17,142,30.8,"Alive",NA,2020-02-08,34,128,2024,"N",1591,"Alive"
"320",34,"Seattle","OR",2025,2025-06-11,193,42.8,"Alive",NA,2020-02-08,34,128,NA,"N",1950,"Alive"
"321",34,"Seattle","OR",2026,2026-05-01,213,49.45,"Alive",NA,2020-02-08,34,128,NA,"N",2274,"Alive"
"322",34,"Seattle","WA",2022,2020-01-31,101.5,9.7,"Alive",NA,2020-02-08,279,118,NA,"N",-8,"Alive"
"323",34,"Seattle","WA",2023,2023-04-06,107,14.8,"Alive",NA,2020-02-08,279,118,NA,"N",1153,"Alive"
"324",34,"Seattle","WA",2024,2024-06-17,142,30.4,"Alive",NA,2020-02-08,279,118,2024,"N",1591,"Alive"
"325",34,"Seattle","WA",2025,2025-06-11,184,58.4,"Alive",NA,2020-02-08,279,118,NA,"N",1950,"Alive"
"326",34,"Seattle","WA",2026,2026-05-01,201,55.02,"Alive",NA,2020-02-08,279,118,NA,"N",2274,"Alive"
"327",35,"Seattle","OR",2022,2020-01-31,83,6.7,"Alive",NA,2020-02-08,35,129,NA,"N",-8,"Alive"
"328",35,"Seattle","OR",2023,2023-04-06,90,8,"Alive",NA,2020-02-08,35,129,NA,"N",1153,"Alive"
"329",35,"Seattle","OR",2024,2024-06-17,137,28.9,"Alive",NA,2020-02-08,35,129,2024,"N",1591,"Alive"
"330",35,"Seattle","OR",2025,2025-06-11,174,44.5,"Alive",NA,2020-02-08,35,129,NA,"N",1950,"Alive"
"331",35,"Seattle","OR",2026,2026-05-01,186,47.88,"Alive",NA,2020-02-08,35,129,NA,"N",2274,"Alive"
"332",35,"Seattle","WA",2022,2020-01-31,99.2,10.1,"Alive",NA,2020-02-08,280,119,NA,"N",-8,"Alive"
"333",35,"Seattle","WA",2023,2023-04-06,116,17.3,"Alive",NA,2020-02-08,280,119,NA,"N",1153,"Alive"
"334",35,"Seattle","WA",2024,2024-06-17,177,40.7,"Alive",NA,2020-02-08,280,119,2024,"N",1591,"Alive"
"335",35,"Seattle","WA",2025,2025-06-11,210,60.7,"Alive","Cones",2020-02-08,280,119,NA,"N",1950,"Alive"
"336",35,"Seattle","WA",2026,2026-05-01,218,70.09,"Alive","minor flagging, epicormic sprouting",2020-02-08,280,119,NA,"N",2274,"Alive"
"337",36,"Seattle","OR",2022,2020-01-31,77.4,6,"Alive",NA,2020-02-08,36,130,NA,"N",-8,"Alive"
"338",36,"Seattle","OR",2023,2023-04-06,90,9,"Alive",NA,2020-02-08,36,130,NA,"N",1153,"Alive"
"339",36,"Seattle","OR",2024,2024-06-17,150,29.2,"Alive",NA,2020-02-08,36,130,2024,"N",1591,"Alive"
"340",36,"Seattle","OR",2025,2025-06-11,218,46.5,"Alive",NA,2020-02-08,36,130,NA,"N",1950,"Alive"
"341",36,"Seattle","OR",2026,2026-05-01,238,51.73,"Alive",NA,2020-02-08,36,130,NA,"N",2274,"Alive"
"342",36,"Seattle","WA",2022,2020-01-31,83.8,7.6,"Alive",NA,2020-02-08,281,120,NA,"N",-8,"Alive"
"343",36,"Seattle","WA",2023,2023-04-06,106,16.1,"Alive",NA,2020-02-08,281,120,NA,"N",1153,"Alive"
"344",36,"Seattle","WA",2024,2024-06-17,163,34.9,"Alive",NA,2020-02-08,281,120,2024,"N",1591,"Alive"
"345",36,"Seattle","WA",2025,2025-06-11,190,45.3,"Alive","severe wound",2020-02-08,281,120,NA,"N",1950,"Alive"
"346",36,"Seattle","WA",2026,2026-05-01,196,51.33,"Alive","mechanical damage (prev yrs)",2020-02-08,281,120,NA,"N",2274,"Alive"
"347",37,"Seattle","OR",2022,2020-01-31,92.6,8.6,"Alive",NA,2020-02-08,37,131,NA,"N",-8,"Alive"
"348",37,"Seattle","OR",2023,2023-04-06,99,14,"Alive",NA,2020-02-08,37,131,NA,"N",1153,"Alive"
"349",37,"Seattle","OR",2024,2024-06-17,141,34.1,"Alive",NA,2020-02-08,37,131,2024,"N",1591,"Alive"
"350",37,"Seattle","OR",2025,2025-06-11,183,44.1,"Alive",NA,2020-02-08,37,131,NA,"N",1950,"Alive"
"351",37,"Seattle","OR",2026,2026-05-01,203,51.11,"Alive","slight mechanical damage (prev yrs)",2020-02-08,37,131,NA,"N",2274,"Alive"
"352",37,"Seattle","WA",2022,2020-01-31,95,10.9,"Alive",NA,2020-02-08,282,121,NA,"N",-8,"Alive"
"353",37,"Seattle","WA",2023,2023-04-06,103,14,"Alive",NA,2020-02-08,282,121,NA,"N",1153,"Alive"
"354",37,"Seattle","WA",2024,2024-06-17,148,34.7,"Alive",NA,2020-02-08,282,121,2024,"N",1591,"Alive"
"355",37,"Seattle","WA",2025,2025-06-11,197,52.2,"Alive",NA,2020-02-08,282,121,NA,"N",1950,"Alive"
"356",37,"Seattle","WA",2026,2026-05-01,217,50.22,"Alive","minor flagging",2020-02-08,282,121,NA,"N",2274,"Alive"
"357",38,"Seattle","OR",2022,2020-01-31,77,9.5,"Alive","two tops, measured tallest",2020-02-08,38,132,NA,"N",-8,"Alive"
"358",38,"Seattle","OR",2023,2023-04-06,89,12,"Alive",NA,2020-02-08,38,132,NA,"N",1153,"Alive"
"359",38,"Seattle","OR",2024,2024-06-17,141,39.9,"Alive",NA,2020-02-08,38,132,2024,"N",1591,"Alive"
"360",38,"Seattle","OR",2025,2025-06-11,199,47.4,"Alive",NA,2020-02-08,38,132,NA,"N",1950,"Alive"
"361",38,"Seattle","OR",2026,2026-05-01,216,54.21,"Alive",NA,2020-02-08,38,132,NA,"N",2274,"Alive"
"362",38,"Seattle","WA",2022,2020-01-31,87.4,9,"Alive",NA,2020-02-08,283,122,NA,"N",-8,"Alive"
"363",38,"Seattle","WA",2023,2023-04-06,104,13,"Alive",NA,2020-02-08,283,122,NA,"N",1153,"Alive"
"364",38,"Seattle","WA",2024,2024-06-17,166,33.2,"Alive",NA,2020-02-08,283,122,2024,"N",1591,"Alive"
"365",38,"Seattle","WA",2025,2025-06-11,239,48.4,"Alive",NA,2020-02-08,283,122,NA,"N",1950,"Alive"
"366",38,"Seattle","WA",2026,2026-05-01,269,54.95,"Alive","minor flagging",2020-02-08,283,122,NA,"N",2274,"Alive"
"367",39,"Seattle","OR",2022,2020-01-31,68.2,5.4,"Alive",NA,2020-02-08,39,133,NA,"N",-8,"Alive"
"368",39,"Seattle","OR",2023,2023-04-06,97,10,"Alive",NA,2020-02-08,39,133,NA,"N",1153,"Alive"
"369",39,"Seattle","OR",2024,2024-06-17,179,33.7,"Alive",NA,2020-02-08,39,133,2024,"N",1591,"Alive"
"370",39,"Seattle","OR",2025,2025-06-11,241,49.3,"Alive",NA,2020-02-08,39,133,NA,"N",1950,"Alive"
"371",39,"Seattle","OR",2026,2026-05-01,255,56.62,"Alive",NA,2020-02-08,39,133,NA,"N",2274,"Alive"
"372",39,"Seattle","WA",2022,2020-01-31,89.2,6.7,"Alive",NA,2020-02-08,284,123,NA,"N",-8,"Alive"
"373",39,"Seattle","WA",2023,2023-04-06,99,11,"Alive",NA,2020-02-08,284,123,NA,"N",1153,"Alive"
"374",39,"Seattle","WA",2024,2024-06-17,134,30.4,"Alive",NA,2020-02-08,284,123,2024,"N",1591,"Alive"
"375",39,"Seattle","WA",2025,2025-06-11,173,35.9,"Alive",NA,2020-02-08,284,123,NA,"N",1950,"Alive"
"376",39,"Seattle","WA",2026,2026-05-01,190,43.34,"Alive",NA,2020-02-08,284,123,NA,"N",2274,"Alive"
"377",40,"Seattle","OR",2022,2020-01-31,77,7.3,"Alive",NA,2020-02-08,40,134,NA,"N",-8,"Alive"
"378",40,"Seattle","OR",2023,2023-04-06,101,11,"Alive",NA,2020-02-08,40,134,NA,"N",1153,"Alive"
"379",40,"Seattle","OR",2024,2024-06-17,137,37.8,"Alive",NA,2020-02-08,40,134,2024,"N",1591,"Alive"
"380",40,"Seattle","OR",2025,2025-06-11,183,37.2,"Alive",NA,2020-02-08,40,134,NA,"N",1950,"Alive"
"381",40,"Seattle","OR",2026,2026-05-01,209,48.11,"Alive",NA,2020-02-08,40,134,NA,"N",2274,"Alive"
"382",40,"Seattle","WA",2022,2020-01-31,108.4,9.4,"Alive",NA,2020-02-08,285,124,NA,"N",-8,"Alive"
"383",40,"Seattle","WA",2023,2023-04-06,113,13.7,"Alive",NA,2020-02-08,285,124,NA,"N",1153,"Alive"
"384",40,"Seattle","WA",2024,2024-06-17,137,24.2,"Alive",NA,2020-02-08,285,124,2024,"N",1591,"Alive"
"385",40,"Seattle","WA",2025,2025-06-11,161,28.4,"Alive",NA,2020-02-08,285,124,NA,"N",1950,"Alive"
"386",40,"Seattle","WA",2026,2026-05-01,183,33.51,"Alive",NA,2020-02-08,285,124,NA,"N",2274,"Alive"
"387",41,"Seattle","OR",2022,2020-01-31,87.6,8.6,"Alive",NA,2020-02-08,41,135,NA,"N",-8,"Alive"
"388",41,"Seattle","OR",2023,2023-04-06,115,13,"Alive",NA,2020-02-08,41,135,NA,"N",1153,"Alive"
"389",41,"Seattle","OR",2024,2024-06-17,176,33.7,"Alive",NA,2020-02-08,41,135,2024,"N",1591,"Alive"
"390",41,"Seattle","OR",2025,2025-06-11,201,39.8,"Alive",NA,2020-02-08,41,135,NA,"N",1950,"Alive"
"391",41,"Seattle","OR",2026,2026-05-01,220,46.73,"Alive",NA,2020-02-08,41,135,NA,"N",2274,"Alive"
"392",41,"Seattle","WA",2022,2020-01-31,105.6,10.4,"Alive",NA,2020-02-08,286,NA,NA,"N",-8,"Missing"
"393",41,"Seattle","WA",2023,2023-04-06,NA,NA,"Missing",NA,2020-02-08,286,NA,NA,"N",1153,"Missing"
"394",41,"Seattle","WA",2024,2024-06-17,NA,NA,"Missing",NA,2020-02-08,286,NA,2024,"N",1591,"Missing"
"395",41,"Seattle","WA",2025,2025-06-11,NA,NA,"Missing",NA,2020-02-08,286,NA,NA,"N",1950,"Missing"
"396",42,"Seattle","OR",2022,2020-01-31,90.4,7.4,"Alive",NA,2020-02-08,42,NA,NA,"N",-8,"Missing"
"397",42,"Seattle","OR",2023,2023-04-06,NA,NA,"Missing",NA,2020-02-08,42,NA,NA,"N",1153,"Missing"
"398",42,"Seattle","OR",2024,2024-06-17,NA,NA,"Missing",NA,2020-02-08,42,NA,2024,"N",1591,"Missing"
"399",42,"Seattle","OR",2025,2025-06-11,NA,NA,"Missing",NA,2020-02-08,42,NA,NA,"N",1950,"Missing"
"400",42,"Seattle","WA",2022,2020-01-31,89.4,6.5,"Alive",NA,2020-02-08,287,NA,NA,"N",-8,"Missing"
"401",42,"Seattle","WA",2023,2023-04-06,NA,NA,"Missing",NA,2020-02-08,287,NA,NA,"N",1153,"Missing"
"402",42,"Seattle","WA",2024,2024-06-17,NA,NA,"Missing",NA,2020-02-08,287,NA,2024,"N",1591,"Missing"
"403",42,"Seattle","WA",2025,2025-06-11,NA,NA,"Missing",NA,2020-02-08,287,NA,NA,"N",1950,"Missing"
"404",43,"Seattle","OR",2022,2020-01-31,100.4,8.8,"Alive",NA,2020-02-08,43,NA,NA,"N",-8,"Missing"
"405",43,"Seattle","OR",2023,2023-04-06,NA,NA,"Missing",NA,2020-02-08,43,NA,NA,"N",1153,"Missing"
"406",43,"Seattle","OR",2024,2024-06-17,NA,NA,"Missing",NA,2020-02-08,43,NA,2024,"N",1591,"Missing"
"407",43,"Seattle","OR",2025,2025-06-11,NA,NA,"Missing",NA,2020-02-08,43,NA,NA,"N",1950,"Missing"
"408",43,"Seattle","WA",2022,2020-01-31,84.8,10.4,"Alive","two shoots, measured tallest",2020-02-08,288,136,NA,"N",-8,"Alive"
"409",43,"Seattle","WA",2023,2023-04-06,92,11,"Alive",NA,2020-02-08,288,136,NA,"N",1153,"Alive"
"410",43,"Seattle","WA",2024,2024-06-17,123,23.1,"Alive",NA,2020-02-08,288,136,2024,"N",1591,"Alive"
"411",43,"Seattle","WA",2025,2025-06-11,160,42.7,"Alive",NA,2020-02-08,288,136,NA,"N",1950,"Alive"
"412",43,"Seattle","WA",2026,2026-05-01,185,51.1,"Alive","mechanical damage (prev yrs)",2020-02-08,288,136,NA,"N",2274,"Alive"
"413",44,"Seattle","OR",2022,2020-01-31,93.4,7.6,"Alive",NA,2020-02-08,44,138,NA,"N",-8,"Alive"
"414",44,"Seattle","OR",2023,2023-04-06,93,9,"Alive",NA,2020-02-08,44,138,NA,"N",1153,"Alive"
"415",44,"Seattle","OR",2024,2024-06-17,119,23.9,"Alive",NA,2020-02-08,44,138,2024,"N",1591,"Alive"
"416",44,"Seattle","OR",2025,2025-06-11,159,34.5,"Alive",NA,2020-02-08,44,138,NA,"N",1950,"Alive"
"417",44,"Seattle","OR",2026,2026-05-01,179,41.72,"Alive","minor flagging",2020-02-08,44,138,NA,"N",2274,"Alive"
"418",44,"Seattle","WA",2022,2020-01-31,88.8,9.4,"Alive",NA,2020-02-08,289,NA,NA,"N",-8,"Missing"
"419",44,"Seattle","WA",2023,2023-04-06,NA,NA,"Missing",NA,2020-02-08,289,NA,NA,"N",1153,"Missing"
"420",44,"Seattle","WA",2024,2024-06-17,NA,NA,"Missing",NA,2020-02-08,289,NA,2024,"N",1591,"Missing"
"421",44,"Seattle","WA",2025,2025-06-11,NA,NA,"Missing",NA,2020-02-08,289,NA,NA,"N",1950,"Missing"
